transaction_id,date,customer_id,amount,status
TXN1855,01-Mar-2026,CUST0018,39022.91,paid
TXN1040,07/03/2025,CUST0006,25733.53,paid
TXN1118,2025-06-15,CUST0052,9753.89,paid
TXN1203,18/07/2025,CUST0091,9192.11,failed
TXN1268,10-Aug-2025,CUST0026,10041.04,paid
TXN1472,2025-11-04,CUST0098,15743.04,paid
TXN1104,2025-05-21,CUST0024,15164.74,paid
TXN1336,08-Oct-2025,CUST0014,23471.63,paid
TXN1631,2026-01-18,CUST0035,14815.98,paid
TXN1016,2025-02-04,CUST0016,24337.72,paid
TXN1600,13-Jan-2026,CUST0173,44294.47,paid
TXN1407,23/11/2025,CUST0025,13680.11,paid
TXN1526,11/12/2025,CUST0141,26987.65,paid
TXN1694,01-Feb-2026,CUST0163,8842.65,paid
TXN1259,27-Aug-2025,CUST0067,9116.58,paid
TXN1213,26-Aug-2025,CUST0008,45953.93,paid
TXN1678,2026-02-12,CUST0137,14618.74,paid
TXN1494,2025-12-08,CUST0023,14525.36,paid
TXN1214,27/08/2025,CUST0074,45911.27,paid
TXN1021,04-Feb-2025,CUST0015,15650.75,paid
TXN1508,2025-12-13,CUST0063,9539.23,paid
TXN1615,24-Jan-2026,CUST0124,9576.24,paid
TXN1543,16/12/2025,CUST0056,14614.75,paid
TXN1568,22-Jan-2026,CUST0163,8722.01,paid
TXN1030,2025-03-09,CUST0003,16312.23,paid
TXN1819,03/03/2026,CUST0025,9525.49,paid
TXN1451,2025-11-11,CUST0034,8732.89,paid
TXN1179,13-Jul-2025,CUST0032,14757.7,paid
TXN1601,07/01/2026,CUST0141,,failed
TXN1489,17-Dec-2025,CUST0137,10267.36,paid
TXN1278,2025-09-23,CUST0107,10414.98,paid
TXN1097,2025-05-24,CUST0028,14848.73,paid
TXN1240,17/08/2025,CUST0039,25307.29,paid
TXN1134,2025-06-07,CUST0076,10253.53,paid
TXN1636,16/01/2026,CUST0108,,paid
TXN1663,2026-02-07,CUST0167,16443.75,paid
TXN1136,18-Jun-2025,CUST0039,26394.85,paid
TXN1765,06/03/2026,CUST0151,16409.77,paid
TXN1186,11-Jul-2025,CUST0046,27069.9,paid
TXN1729,2026-02-02,CUST0098,9496.46,paid
TXN1783,2026-03-03,CUST0013,39465.44,paid
TXN1610,2026-01-07,CUST0139,39298.91,paid
TXN1299,20-Sep-2025,CUST0064,25020.55,paid
TXN1834,13-Mar-2026,CUST0210,42112.19,paid
TXN1718,2026-02-25,CUST0127,23118.08,paid
TXN1044,04-Mar-2025,CUST0014,45481.31,paid
TXN1072,04-Apr-2025,CUST0036,13761.89,paid
TXN1624,2026-01-22,CUST0010,15723.15,paid
TXN1392,06-Oct-2025,CUST0069,40436.53,paid
TXN1408,11/11/2025,CUST0089,,paid
TXN1833,14-Mar-2026,CUST0075,43991.46,paid
TXN1637,2026-01-08,CUST0159,13852.52,paid
TXN1273,04/09/2025,CUST0081,16122.42,paid
TXN1701,2026-02-21,CUST0140,15794.07,paid
TXN1558,2025-12-10,CUST0158,41752.59,paid
TXN1036,14-Mar-2025,CUST0043,38193.83,paid
TXN1548,2025-12-10,CUST0086,9855.4,paid
TXN1759,2026-03-21,CUST0015,10381.2,paid
TXN1007,06-Jan-2025,CUST0004,26883.72,paid
TXN1350,2025-10-16,CUST0017,22702.1,paid
TXN1402,14/11/2025,CUST0103,14757.28,paid
TXN1334,19/10/2025,CUST0054,42312.08,paid
TXN1092,2025-05-24,CUST0067,14544.99,paid
TXN1661,17/02/2026,CUST0120,26939.89,paid
TXN1304,22-Sep-2025,CUST0074,43463.65,paid
TXN1102,11/05/2025,CUST0019,9003.29,paid
TXN1687,12/02/2026,CUST0079,40931.78,paid
TXN1096,2025-05-15,CUST0056,15893.27,paid
TXN1181,16/07/2025,CUST0035,27063.39,paid
TXN1246,16-Aug-2025,CUST0113,25036.57,paid
TXN1522,27-Dec-2025,CUST0090,13646.76,paid
TXN1626,05/01/2026,CUST0025,8877.27,paid
TXN1634,26-Jan-2026,CUST0070,43615.81,paid
TXN1191,17-Jul-2025,CUST0051,27302.79,paid
TXN1058,2025-04-13,CUST0020,42546.02,failed
TXN1057,17/04/2025,CUST0006,26576.07,paid
TXN1329,21-Sep-2025,CUST0019,9986.33,paid
TXN1822,23-Mar-2026,CUST0116,24069.73,paid
TXN1781,03/03/2026,CUST0214,40887.84,paid
TXN1477,2025-11-23,CUST0125,15786.1,paid
TXN1702,11/02/2026,CUST0025,23857.29,paid
TXN1368,2025-10-25,CUST0136,42185.17,paid
TXN1277,09/09/2025,CUST0043,43595.18,paid
TXN1430,2025-11-20,CUST0137,,paid
TXN1188,2025-07-16,CUST0003,8721.49,paid
TXN1809,24-Mar-2026,CUST0073,14134.1,paid
TXN1076,05/04/2025,CUST0031,8867.69,paid
TXN1858,17-Mar-2026,CUST0142,24596.53,paid
TXN1537,26-Dec-2025,CUST0118,9776.74,paid
TXN1144,2025-06-13,CUST0008,9139.32,paid
TXN1148,2025-06-01,CUST0034,26535.54,paid
TXN1318,08/09/2025,CUST0056,15490.0,paid
TXN1437,10-Nov-2025,CUST0141,23293.06,paid
TXN1153,23-Jun-2025,CUST0041,39685.93,paid
TXN1271,27-Sep-2025,CUST0020,39052.81,paid
TXN1230,2025-08-17,CUST0108,8880.1,paid
TXN1177,2025-07-06,CUST0079,23899.27,paid
TXN1298,2025-09-25,CUST0027,15575.45,paid
TXN1300,11/09/2025,CUST0077,24764.23,paid
TXN1295,07-Sep-2025,CUST0032,23038.83,paid
TXN1844,2026-03-17,CUST0159,10082.95,paid
TXN1679,01/02/2026,CUST0082,45620.98,paid
TXN1455,27/11/2025,CUST0143,9439.31,paid
TXN1733,14/02/2026,CUST0114,9278.9,paid
TXN1443,05-Nov-2025,CUST0089,39754.47,failed
TXN1050,16/04/2025,CUST0011,41670.96,paid
TXN1841,2026-03-23,CUST0041,9817.41,paid
TXN1108,10/05/2025,CUST0071,15842.22,paid
TXN1594,15/01/2026,CUST0014,14132.57,paid
TXN1401,09/10/2025,CUST0088,15145.69,paid
TXN1773,2026-03-26,CUST0211,44430.27,paid
TXN1665,17/02/2026,CUST0116,40128.02,paid
TXN1313,24-Sep-2025,CUST0068,9266.68,paid
TXN1222,12-Aug-2025,CUST0078,40018.75,paid
TXN1482,05-Dec-2025,CUST0038,8763.51,paid
TXN1635,2026-01-14,CUST0153,16314.27,paid
TXN1276,03/09/2025,CUST0103,26574.82,paid
TXN1370,2025-10-09,CUST0073,44233.21,paid
TXN1655,2026-02-18,CUST0034,9867.0,paid
TXN1747,2026-02-19,CUST0184,44558.67,paid
TXN1074,2025-04-13,CUST0047,9104.51,paid
TXN1662,2026-02-12,CUST0144,23376.34,paid
TXN1622,18/01/2026,CUST0015,45919.22,paid
TXN1294,2025-09-07,CUST0118,13862.24,paid
TXN1738,19-Feb-2026,CUST0150,,paid
TXN1223,06-Aug-2025,CUST0089,24514.87,paid
TXN1297,24-Sep-2025,CUST0124,9601.13,paid
TXN1530,11/12/2025,CUST0034,25126.96,failed
TXN1138,04-Jun-2025,CUST0002,14998.75,paid
TXN1710,2026-02-02,CUST0017,9441.26,paid
TXN1234,06/08/2025,CUST0004,26244.81,paid
TXN1478,07/12/2025,CUST0083,14226.95,paid
TXN1584,21-Jan-2026,CUST0080,9849.74,paid
TXN1377,15/10/2025,CUST0014,13800.84,paid
TXN1722,01-Feb-2026,CUST0169,43445.6,paid
TXN1131,2025-06-05,CUST0083,44297.07,paid
TXN1111,2025-05-02,CUST0057,40007.65,paid
TXN1149,2025-06-19,CUST0064,9492.68,paid
TXN1740,22-Feb-2026,CUST0022,14242.84,paid
TXN1387,11-Oct-2025,CUST0065,-10075.59,refunded
TXN1446,06-Nov-2025,CUST0142,24118.4,paid
TXN1840,2026-03-21,CUST0160,26479.86,paid
TXN1204,2025-07-21,CUST0013,15321.95,paid
TXN1035,10-Mar-2025,CUST0012,22804.79,paid
TXN1351,08/10/2025,CUST0100,9820.31,paid
TXN1047,2025-04-07,CUST0048,24064.61,paid
TXN1406,11-Nov-2025,CUST0013,40320.29,paid
TXN1158,2025-06-25,CUST0020,,paid
TXN1340,10/10/2025,CUST0110,15196.66,paid
TXN1821,22/03/2026,CUST0012,39308.24,paid
TXN1646,20/01/2026,CUST0185,39295.71,paid
TXN1805,2026-03-14,CUST0085,,paid
TXN1428,17/11/2025,CUST0106,23923.38,paid
TXN1719,23/02/2026,CUST0127,25285.66,paid
TXN1815,26/03/2026,CUST0024,25569.34,paid
TXN1315,11-Sep-2025,CUST0078,10019.96,paid
TXN1685,15/02/2026,CUST0082,10404.1,paid
TXN1485,09-Dec-2025,CUST0005,43033.55,failed
TXN1352,2025-10-15,CUST0134,8625.82,paid
TXN1034,19-Mar-2025,CUST0034,23684.52,paid
TXN1006,2025-01-06,CUST0013,45210.86,paid
TXN1559,12/12/2025,CUST0084,39340.17,paid
TXN1848,2026-03-04,CUST0043,10114.86,paid
TXN1365,05-Oct-2025,CUST0108,8581.47,paid
TXN1808,20-Mar-2026,CUST0116,9175.91,paid
TXN1269,2025-08-27,CUST0006,14573.77,paid
TXN1013,08/02/2025,CUST0011,9045.49,paid
TXN1580,2026-01-13,CUST0148,23628.7,paid
TXN1051,18-Apr-2025,CUST0062,39346.0,paid
TXN1843,2026-03-01,CUST0045,26904.53,paid
TXN1237,05/08/2025,CUST0078,15303.43,paid
TXN1196,11/07/2025,CUST0019,15418.94,paid
TXN1355,27-Oct-2025,CUST0002,24934.31,paid
TXN1786,23/03/2026,CUST0074,14071.63,paid
TXN1405,01-Nov-2025,CUST0133,14764.56,paid
TXN1614,19/01/2026,CUST0123,9529.23,paid
TXN1720,10/02/2026,CUST0058,42843.27,paid
TXN1205,07-Jul-2025,CUST0070,43656.45,paid
TXN1195,01-Jul-2025,CUST0005,44946.36,paid
TXN1752,07-Feb-2026,CUST0197,40050.66,paid
TXN1379,09-Oct-2025,CUST0099,14612.51,paid
TXN1283,24-Sep-2025,CUST0099,14945.79,paid
TXN1052,2025-04-02,CUST0027,10345.86,paid
TXN1287,2025-09-15,CUST0128,10177.52,paid
TXN1469,2025-11-07,CUST0125,9924.8,paid
TXN1154,2025-06-03,CUST0023,23097.0,paid
TXN1686,2026-02-17,CUST0184,10276.05,paid
TXN1226,23/08/2025,CUST0096,10397.74,paid
TXN1762,24-Mar-2026,CUST0065,9541.72,paid
TXN1673,17/02/2026,CUST0044,41647.26,paid
TXN1372,04/10/2025,CUST0105,9262.56,paid
TXN1707,2026-02-11,CUST0057,15629.68,paid
TXN1623,24-Jan-2026,CUST0171,9320.46,paid
TXN1017,24/02/2025,CUST0025,24579.23,paid
TXN1031,14-Mar-2025,CUST0003,9007.27,paid
TXN1043,2025-03-07,CUST0013,24015.94,paid
TXN1445,02-Nov-2025,CUST0126,43735.66,paid
TXN1228,07/08/2025,CUST0106,44023.94,paid
TXN1839,05/03/2026,CUST0214,26114.98,paid
TXN1224,13/08/2025,CUST0118,25952.57,paid
TXN1835,08/03/2026,CUST0142,9553.79,paid
TXN1704,2026-02-06,CUST0144,8963.96,paid
TXN1266,21-Aug-2025,CUST0067,9122.12,paid
TXN1170,12/07/2025,CUST0105,42113.06,paid
TXN1576,18/01/2026,CUST0040,44883.95,paid
TXN1480,12/12/2025,CUST0158,10012.39,paid
TXN1122,27-Jun-2025,CUST0063,24188.78,paid
TXN1561,12-Dec-2025,CUST0028,15023.85,paid
TXN1055,01-Apr-2025,CUST0053,25178.69,paid
TXN1632,21/01/2026,CUST0021,,paid
TXN1845,18/03/2026,CUST0197,14959.1,failed
TXN1571,22-Jan-2026,CUST0089,27092.51,paid
TXN1303,23-Sep-2025,CUST0123,26051.76,paid
TXN1829,05-Mar-2026,CUST0049,14807.37,paid
TXN1398,25/10/2025,CUST0009,13662.44,paid
TXN1562,03/01/2026,CUST0062,25163.73,paid
TXN1014,2025-02-24,CUST0002,9046.95,paid
TXN1777,21/03/2026,CUST0052,44444.56,paid
TXN1032,22/03/2025,CUST0015,9014.99,paid
TXN1159,01-Jul-2025,CUST0002,15124.64,paid
TXN1476,16/11/2025,CUST0129,9591.49,paid
TXN1084,10/05/2025,CUST0064,10106.03,paid
TXN1851,15/03/2026,CUST0088,44261.44,paid
TXN1791,07/03/2026,CUST0019,43751.01,paid
TXN1038,18-Mar-2025,CUST0010,39824.13,paid
TXN1216,2025-08-17,CUST0022,13860.85,paid
TXN1115,09/06/2025,CUST0008,8807.62,paid
TXN1012,2025-02-11,CUST0016,9311.58,paid
TXN1588,06-Jan-2026,CUST0160,,paid
TXN1640,2026-01-22,CUST0112,8652.65,paid
TXN1524,06-Dec-2025,CUST0147,25555.45,paid
TXN1566,2026-01-15,CUST0079,25275.44,paid
TXN1200,06-Jul-2025,CUST0049,41941.89,paid
TXN1474,05/11/2025,CUST0153,9829.91,failed
TXN1161,2025-07-08,CUST0092,41933.04,paid
TXN1229,26/08/2025,CUST0018,13696.85,paid
TXN1573,18/01/2026,CUST0029,8551.6,paid
TXN1215,16-Aug-2025,CUST0005,22894.78,paid
TXN1737,16/02/2026,CUST0083,42982.29,paid
TXN1730,2026-02-11,CUST0170,14408.26,paid
TXN1114,12-Jun-2025,CUST0038,25484.29,paid
TXN1022,2025-02-15,CUST0018,15039.74,paid
TXN1567,03/01/2026,CUST0084,9852.47,paid
TXN1521,03-Dec-2025,CUST0161,9014.96,paid
TXN1761,2026-03-03,CUST0061,45722.56,paid
TXN1645,03/01/2026,CUST0038,42714.77,paid
TXN1799,16-Mar-2026,CUST0205,15167.02,paid
TXN1507,15-Dec-2025,CUST0098,14782.67,paid
TXN1366,20-Oct-2025,CUST0010,8887.1,paid
TXN1695,21-Feb-2026,CUST0166,24585.78,paid
TXN1676,06/02/2026,CUST0148,13983.76,paid
TXN1513,14-Dec-2025,CUST0052,24754.43,paid
TXN1026,21/03/2025,CUST0025,40945.47,paid
TXN1726,25/02/2026,CUST0092,26281.51,paid
TXN1647,12-Jan-2026,CUST0146,23511.05,paid
TXN1608,25/01/2026,CUST0016,23786.68,paid
TXN1824,24-Mar-2026,CUST0005,,paid
TXN1470,23-Nov-2025,CUST0148,9680.94,paid
TXN1232,2025-08-15,CUST0031,43137.44,paid
TXN1760,03/03/2026,CUST0094,25508.0,paid
TXN1770,10-Mar-2026,CUST0061,27015.79,paid
TXN1828,2026-03-27,CUST0054,9872.46,paid
TXN1549,02/12/2025,CUST0006,9539.1,paid
TXN1272,04/09/2025,CUST0068,25721.68,paid
TXN1364,2025-10-24,CUST0059,27111.76,paid
TXN1473,17/11/2025,CUST0129,9156.7,paid
TXN1011,22/02/2025,CUST0027,14026.48,paid
TXN1643,19/01/2026,CUST0059,24595.33,paid
TXN1830,2026-03-25,CUST0043,39044.59,paid
TXN1140,2025-06-06,CUST0076,45817.41,paid
TXN1267,20-Aug-2025,CUST0093,14756.48,paid
TXN1116,2025-06-21,CUST0092,15604.28,paid
TXN1518,2025-12-10,CUST0052,,paid
TXN1716,07/02/2026,CUST0173,40878.29,paid
TXN1373,05-Oct-2025,CUST0109,43273.24,paid
TXN1375,18/10/2025,CUST0065,39301.24,paid
TXN1065,13-Apr-2025,CUST0047,24419.23,paid
TXN1767,08/03/2026,CUST0122,26897.17,paid
TXN1708,2026-02-23,CUST0034,15564.14,paid
TXN1089,2025-05-11,CUST0066,38689.93,paid
TXN1842,2026-03-04,CUST0054,45721.66,paid
TXN1837,2026-03-23,CUST0121,37974.78,paid
TXN1668,2026-02-06,CUST0071,27291.28,paid
TXN1441,05/11/2025,CUST0024,26353.99,paid
TXN1289,26-Sep-2025,CUST0117,26950.55,paid
TXN1699,23/02/2026,CUST0108,14572.16,paid
TXN1337,18-Oct-2025,CUST0018,43215.27,paid
TXN1099,07/05/2025,CUST0068,38757.22,paid
TXN1282,22-Sep-2025,CUST0025,25095.5,paid
TXN1630,11/01/2026,CUST0044,8779.42,paid
TXN1400,2025-10-01,CUST0084,9830.8,paid
TXN1797,27/03/2026,CUST0068,26239.12,paid
TXN1771,13/03/2026,CUST0078,10278.6,paid
TXN1142,23-Jun-2025,CUST0069,41358.03,paid
TXN1056,2025-04-14,CUST0016,13821.05,paid
TXN1509,13-Dec-2025,CUST0013,9609.63,paid
TXN1326,2025-09-03,CUST0023,13571.26,paid
TXN1753,2026-03-24,CUST0062,9542.31,paid
TXN1003,2025-01-04,CUST0014,13515.54,paid
TXN1479,19/12/2025,CUST0090,8763.81,paid
TXN1689,10/02/2026,CUST0187,-15917.02,refunded
TXN1361,2025-10-17,CUST0073,42834.6,paid
TXN1654,2026-01-13,CUST0116,44601.62,paid
TXN1644,2026-01-11,CUST0097,13794.19,paid
TXN1438,2025-11-09,CUST0056,43163.57,paid
TXN1018,22-Feb-2025,CUST0028,15785.58,paid
TXN1577,2026-01-22,CUST0037,13902.83,paid
TXN1542,2025-12-25,CUST0070,26026.33,paid
TXN1119,09-Jun-2025,CUST0001,24773.48,paid
TXN1420,12-Nov-2025,CUST0070,26821.21,paid
TXN1367,18-Oct-2025,CUST0001,8727.06,paid
TXN1155,17/06/2025,CUST0037,10362.75,paid
TXN1320,12-Sep-2025,CUST0063,39818.92,paid
TXN1582,02/01/2026,CUST0177,43721.01,paid
TXN1621,19-Jan-2026,CUST0165,14967.7,paid
TXN1436,24/11/2025,CUST0100,9540.16,failed
TXN1434,13/11/2025,CUST0098,9582.06,paid
TXN1363,2025-10-14,CUST0131,15883.85,paid
TXN1735,2026-02-14,CUST0146,14437.38,paid
TXN1502,2025-12-19,CUST0092,15289.08,paid
TXN1388,13/10/2025,CUST0118,44267.72,paid
TXN1010,21/02/2025,CUST0026,26092.99,paid
TXN1692,15/02/2026,CUST0142,14097.77,paid
TXN1803,2026-03-03,CUST0192,16104.52,paid
TXN1669,05-Feb-2026,CUST0006,39064.18,paid
TXN1442,11-Nov-2025,CUST0138,8663.57,paid
TXN1098,25-May-2025,CUST0024,9646.96,paid
TXN1189,2025-07-01,CUST0044,27089.48,paid
TXN1236,14-Aug-2025,CUST0002,-10192.8,refunded
TXN1440,26-Nov-2025,CUST0122,13526.79,paid
TXN1787,2026-03-13,CUST0211,14793.93,paid
TXN1653,14-Jan-2026,CUST0009,8626.11,paid
TXN1415,2025-11-15,CUST0061,39205.47,paid
TXN1393,24-Oct-2025,CUST0062,14997.0,paid
TXN1429,03/11/2025,CUST0116,13909.87,paid
TXN1648,2026-01-05,CUST0088,10168.14,paid
TXN1198,2025-07-22,CUST0089,24733.15,paid
TXN1183,2025-07-16,CUST0013,26334.21,failed
TXN1511,10/12/2025,CUST0166,9860.91,paid
TXN1423,2025-11-12,CUST0134,39982.38,paid
TXN1192,11-Jul-2025,CUST0056,-24113.02,refunded
TXN1539,10-Dec-2025,CUST0085,25275.89,paid
TXN1180,26/07/2025,CUST0062,10429.87,paid
TXN1746,26/02/2026,CUST0068,10146.72,paid
TXN1785,23-Mar-2026,CUST0127,44296.22,paid
TXN1227,27-Aug-2025,CUST0012,23847.1,paid
TXN1343,25-Oct-2025,CUST0021,24934.86,paid
TXN1547,05-Dec-2025,CUST0134,15673.71,paid
TXN1723,2026-02-04,CUST0190,14684.43,paid
TXN1015,15-Feb-2025,CUST0025,23298.58,paid
TXN1611,2026-01-07,CUST0009,10283.96,paid
TXN1039,2025-03-02,CUST0025,45929.4,paid
TXN1578,2026-01-16,CUST0165,45989.79,paid
TXN1332,05/09/2025,CUST0037,44492.87,paid
TXN1448,25-Nov-2025,CUST0094,43962.73,paid
TXN1403,2025-11-06,CUST0070,16437.82,paid
TXN1696,04-Feb-2026,CUST0191,-24965.25,refunded
TXN1618,2026-01-25,CUST0099,25738.96,paid
TXN1201,2025-07-16,CUST0038,,paid
TXN1390,08-Oct-2025,CUST0003,24562.13,paid
TXN1250,2025-08-02,CUST0112,9447.22,paid
TXN1360,2025-10-17,CUST0067,10242.52,paid
TXN1356,05-Oct-2025,CUST0072,39191.09,paid
TXN1458,24-Nov-2025,CUST0064,15094.98,paid
TXN1604,20-Jan-2026,CUST0031,16351.47,paid
TXN1211,06/08/2025,CUST0029,38174.78,paid
TXN1088,08-May-2025,CUST0052,23331.69,paid
TXN1344,27-Oct-2025,CUST0020,16173.89,paid
TXN1004,16/01/2025,CUST0011,43264.53,paid
TXN1461,11/11/2025,CUST0081,15101.7,paid
TXN1675,15-Feb-2026,CUST0074,15355.89,paid
TXN1243,26-Aug-2025,CUST0004,43348.45,paid
TXN1597,14/01/2026,CUST0174,9098.71,paid
TXN1527,16/12/2025,CUST0135,13866.07,paid
TXN1330,17-Sep-2025,CUST0023,9100.69,paid
TXN1068,15/04/2025,CUST0028,39716.36,paid
TXN1354,2025-10-21,CUST0133,9531.66,paid
TXN1467,2025-11-19,CUST0036,13782.86,paid
TXN1352,2025-10-15,CUST0134,8625.82,paid
TXN1168,2025-07-10,CUST0104,40026.07,paid
TXN1772,2026-03-27,CUST0113,14392.27,paid
TXN1235,06-Aug-2025,CUST0027,16071.33,paid
TXN1499,2025-12-18,CUST0008,8899.86,paid
TXN1174,27-Jul-2025,CUST0057,8591.42,paid
TXN1164,2025-07-19,CUST0038,-9376.47,refunded
TXN1339,20/10/2025,CUST0085,10260.23,paid
TXN1674,2026-02-08,CUST0038,40923.98,paid
TXN1139,11/06/2025,CUST0047,14660.51,paid
TXN1231,2025-08-02,CUST0036,38224.7,paid
TXN1796,2026-03-17,CUST0033,38991.08,paid
TXN1385,2025-10-18,CUST0050,24237.38,paid
TXN1744,26/02/2026,CUST0128,38640.48,paid
TXN1778,11-Mar-2026,CUST0197,8760.57,paid
TXN1175,2025-07-03,CUST0022,23112.64,paid
TXN1709,14/02/2026,CUST0011,8697.7,paid
TXN1349,05-Oct-2025,CUST0038,39137.47,paid
TXN1321,2025-09-22,CUST0099,24406.86,paid
TXN1162,02-Jul-2025,CUST0048,16191.86,paid
TXN1410,21/11/2025,CUST0131,16438.12,paid
TXN1490,2025-12-07,CUST0064,42509.78,paid
TXN1258,12-Aug-2025,CUST0040,23144.65,paid
TXN1680,24/02/2026,CUST0194,25736.22,paid
TXN1760,03/03/2026,CUST0094,25508.0,paid
TXN1221,04/08/2025,CUST0112,9619.1,paid
TXN1449,08-Nov-2025,CUST0100,26105.02,paid
TXN1766,18-Mar-2026,CUST0109,25998.09,paid
TXN1649,10-Jan-2026,CUST0044,15868.64,paid
TXN1371,18-Oct-2025,CUST0002,39965.56,paid
TXN1536,01-Dec-2025,CUST0123,14082.05,paid
